K1,K2,K3
0,30,60
0,30,61
0,30,62
0,30,63
0,30,64
0,30,65
0,30,66
0,30,67
0,30,68
0,30,69
0,30,70
0,30,71
0,30,72
0,30,73
0,30,74
0,30,75
0,30,76
0,30,77
0,30,78
0,30,79
0,30,80
0,30,81
0,30,82
0,30,83
0,30,84
0,30,85
0,30,86
0,30,87
0,30,88
0,30,89
0,31,60
0,31,61
0,31,62
0,31,63
0,31,64
0,31,65
0,31,66
0,31,67
0,31,68
0,31,69
0,31,70
0,31,71
0,31,72
0,31,73
0,31,74
0,31,75
0,31,76
0,31,77
0,31,78
0,31,79
0,31,80
0,31,81
0,31,82
0,31,83
0,31,84
0,31,85
0,31,86
0,31,87
0,31,88
0,31,89
0,32,60
0,32,61
0,32,62
0,32,63
0,32,64
0,32,65
0,32,66
0,32,67
0,32,68
0,32,69
0,32,70
0,32,71
0,32,72
0,32,73
0,32,74
0,32,75
0,32,76
0,32,77
0,32,78
0,32,79
0,32,80
0,32,81
0,32,82
0,32,83
0,32,84
0,32,85
0,32,86
0,32,87
0,32,88
0,32,89
0,33,60
0,33,61
0,33,62
0,33,63
0,33,64
0,33,65
0,33,66
0,33,67
0,33,68
0,33,69
0,33,70
0,33,71
0,33,72
0,33,73
0,33,74
0,33,75
0,33,76
0,33,77
0,33,78
0,33,79
0,33,80
0,33,81
0,33,82
0,33,83
0,33,84
0,33,85
0,33,86
0,33,87
0,33,88
0,33,89
0,34,60
0,34,61
0,34,62
0,34,63
0,34,64
0,34,65
0,34,66
0,34,67
0,34,68
0,34,69
0,34,70
0,34,71
0,34,72
0,34,73
0,34,74
0,34,75
0,34,76
0,34,77
0,34,78
0,34,79
0,34,80
0,34,81
0,34,82
0,34,83
0,34,84
0,34,85
0,34,86
0,34,87
0,34,88
0,34,89
0,35,60
0,35,61
0,35,62
0,35,63
0,35,64
0,35,65
0,35,66
0,35,67
0,35,68
0,35,69
0,35,70
0,35,71
0,35,72
0,35,73
0,35,74
0,35,75
0,35,76
0,35,77
0,35,78
0,35,79
0,35,80
0,35,81
0,35,82
0,35,83
0,35,84
0,35,85
0,35,86
0,35,87
0,35,88
0,35,89
0,36,60
0,36,61
0,36,62
0,36,63
0,36,64
0,36,65
0,36,66
0,36,67
0,36,68
0,36,69
0,36,70
0,36,71
0,36,72
0,36,73
0,36,74
0,36,75
0,36,76
0,36,77
0,36,78
0,36,79
0,36,80
0,36,81
0,36,82
0,36,83
0,36,84
0,36,85
0,36,86
0,36,87
0,36,88
0,36,89
0,37,60
0,37,61
0,37,62
0,37,63
0,37,64
0,37,65
0,37,66
0,37,67
0,37,68
0,37,69
0,37,70
0,37,71
0,37,72
0,37,73
0,37,74
0,37,75
0,37,76
0,37,77
0,37,78
0,37,79
0,37,80
0,37,81
0,37,82
0,37,83
0,37,84
0,37,85
0,37,86
0,37,87
0,37,88
0,37,89
0,38,60
0,38,61
0,38,62
0,38,63
0,38,64
0,38,65
0,38,66
0,38,67
0,38,68
0,38,69
0,38,70
0,38,71
0,38,72
0,38,73
0,38,74
0,38,75
0,38,76
0,38,77
0,38,78
0,38,79
0,38,80
0,38,81
0,38,82
0,38,83
0,38,84
0,38,85
0,38,86
0,38,87
0,38,88
0,38,89
0,39,60
0,39,61
0,39,62
0,39,63
0,39,64
0,39,65
0,39,66
0,39,67
0,39,68
0,39,69
0,39,70
0,39,71
0,39,72
0,39,73
0,39,74
0,39,75
0,39,76
0,39,77
0,39,78
0,39,79
0,39,80
0,39,81
0,39,82
0,39,83
0,39,84
0,39,85
0,39,86
0,39,87
0,39,88
0,39,89
0,40,60
0,40,61
0,40,62
0,40,63
0,40,64
0,40,65
0,40,66
0,40,67
0,40,68
0,40,69
0,40,70
0,40,71
0,40,72
0,40,73
0,40,74
0,40,75
0,40,76
0,40,77
0,40,78
0,40,79
0,40,80
0,40,81
0,40,82
0,40,83
0,40,84
0,40,85
0,40,86
0,40,87
0,40,88
0,40,89
0,41,60
0,41,61
0,41,62
0,41,63
0,41,64
0,41,65
0,41,66
0,41,67
0,41,68
0,41,69
0,41,70
0,41,71
0,41,72
0,41,73
0,41,74
0,41,75
0,41,76
0,41,77
0,41,78
0,41,79
0,41,80
0,41,81
0,41,82
0,41,83
0,41,84
0,41,85
0,41,86
0,41,87
0,41,88
0,41,89
0,42,60
0,42,61
0,42,62
0,42,63
0,42,64
0,42,65
0,42,66
0,42,67
0,42,68
0,42,69
0,42,70
0,42,71
0,42,72
0,42,73
0,42,74
0,42,75
0,42,76
0,42,77
0,42,78
0,42,79
0,42,80
0,42,81
0,42,82
0,42,83
0,42,84
0,42,85
0,42,86
0,42,87
0,42,88
0,42,89
0,43,60
0,43,61
0,43,62
0,43,63
0,43,64
0,43,65
0,43,66
0,43,67
0,43,68
0,43,69
0,43,70
0,43,71
0,43,72
0,43,73
0,43,74
0,43,75
0,43,76
0,43,77
0,43,78
0,43,79
0,43,80
0,43,81
0,43,82
0,43,83
0,43,84
0,43,85
0,43,86
0,43,87
0,43,88
0,43,89
0,44,60
0,44,61
0,44,62
0,44,63
0,44,64
0,44,65
0,44,66
0,44,67
0,44,68
0,44,69
0,44,70
0,44,71
0,44,72
0,44,73
0,44,74
0,44,75
0,44,76
0,44,77
0,44,78
0,44,79
0,44,80
0,44,81
0,44,82
0,44,83
0,44,84
0,44,85
0,44,86
0,44,87
0,44,88
0,44,89
0,45,60
0,45,61
0,45,62
0,45,63
0,45,64
0,45,65
0,45,66
0,45,67
0,45,68
0,45,69
0,45,70
0,45,71
0,45,72
0,45,73
0,45,74
0,45,75
0,45,76
0,45,77
0,45,78
0,45,79
0,45,80
0,45,81
0,45,82
0,45,83
0,45,84
0,45,85
0,45,86
0,45,87
0,45,88
0,45,89
0,46,60
0,46,61
0,46,62
0,46,63
0,46,64
0,46,65
0,46,66
0,46,67
0,46,68
0,46,69
0,46,70
0,46,71
0,46,72
0,46,73
0,46,74
0,46,75
0,46,76
0,46,77
0,46,78
0,46,79
0,46,80
0,46,81
0,46,82
0,46,83
0,46,84
0,46,85
0,46,86
0,46,87
0,46,88
0,46,89
0,47,60
0,47,61
0,47,62
0,47,63
0,47,64
0,47,65
0,47,66
0,47,67
0,47,68
0,47,69
0,47,70
0,47,71
0,47,72
0,47,73
0,47,74
0,47,75
0,47,76
0,47,77
0,47,78
0,47,79
0,47,80
0,47,81
0,47,82
0,47,83
0,47,84
0,47,85
0,47,86
0,47,87
0,47,88
0,47,89
0,48,60
0,48,61
0,48,62
0,48,63
0,48,64
0,48,65
0,48,66
0,48,67
0,48,68
0,48,69
0,48,70
0,48,71
0,48,72
0,48,73
0,48,74
0,48,75
0,48,76
0,48,77
0,48,78
0,48,79
0,48,80
0,48,81
0,48,82
0,48,83
0,48,84
0,48,85
0,48,86
0,48,87
0,48,88
0,48,89
0,49,60
0,49,61
0,49,62
0,49,63
0,49,64
0,49,65
0,49,66
0,49,67
0,49,68
0,49,69
0,49,70
0,49,71
0,49,72
0,49,73
0,49,74
0,49,75
0,49,76
0,49,77
0,49,78
0,49,79
0,49,80
0,49,81
0,49,82
0,49,83
0,49,84
0,49,85
0,49,86
0,49,87
0,49,88
0,49,89
0,50,60
0,50,61
0,50,62
0,50,63
0,50,64
0,50,65
0,50,66
0,50,67
0,50,68
0,50,69
0,50,70
0,50,71
0,50,72
