K1,K2,K3
0,40,80
0,40,81
0,40,82
0,40,83
0,40,84
0,40,85
0,40,86
0,40,87
0,40,88
0,40,89
0,40,90
0,40,91
0,40,92
0,40,93
0,40,94
0,40,95
0,40,96
0,40,97
0,40,98
0,40,99
0,40,100
0,40,101
0,40,102
0,40,103
0,40,104
0,40,105
0,40,106
0,40,107
0,40,108
0,40,109
0,40,110
0,40,111
0,40,112
0,40,113
0,40,114
0,40,115
0,40,116
0,40,117
0,40,118
0,40,119
0,41,80
0,41,81
0,41,82
0,41,83
0,41,84
0,41,85
0,41,86
0,41,87
0,41,88
0,41,89
0,41,90
0,41,91
0,41,92
0,41,93
0,41,94
0,41,95
0,41,96
0,41,97
0,41,98
0,41,99
0,41,100
0,41,101
0,41,102
0,41,103
0,41,104
0,41,105
0,41,106
0,41,107
0,41,108
0,41,109
0,41,110
0,41,111
0,41,112
0,41,113
0,41,114
0,41,115
0,41,116
0,41,117
0,41,118
0,41,119
0,42,80
0,42,81
0,42,82
0,42,83
0,42,84
0,42,85
0,42,86
0,42,87
0,42,88
0,42,89
0,42,90
0,42,91
0,42,92
0,42,93
0,42,94
0,42,95
0,42,96
0,42,97
0,42,98
0,42,99
0,42,100
0,42,101
0,42,102
0,42,103
0,42,104
0,42,105
0,42,106
0,42,107
0,42,108
0,42,109
0,42,110
0,42,111
0,42,112
0,42,113
0,42,114
0,42,115
0,42,116
0,42,117
0,42,118
0,42,119
0,43,80
0,43,81
0,43,82
0,43,83
0,43,84
0,43,85
0,43,86
0,43,87
0,43,88
0,43,89
0,43,90
0,43,91
0,43,92
0,43,93
0,43,94
0,43,95
0,43,96
0,43,97
0,43,98
0,43,99
0,43,100
0,43,101
0,43,102
0,43,103
0,43,104
0,43,105
0,43,106
0,43,107
0,43,108
0,43,109
0,43,110
0,43,111
0,43,112
0,43,113
0,43,114
0,43,115
0,43,116
0,43,117
0,43,118
0,43,119
0,44,80
0,44,81
0,44,82
0,44,83
0,44,84
0,44,85
0,44,86
0,44,87
0,44,88
0,44,89
0,44,90
0,44,91
0,44,92
0,44,93
0,44,94
0,44,95
0,44,96
0,44,97
0,44,98
0,44,99
0,44,100
0,44,101
0,44,102
0,44,103
0,44,104
0,44,105
0,44,106
0,44,107
0,44,108
0,44,109
0,44,110
0,44,111
0,44,112
0,44,113
0,44,114
0,44,115
0,44,116
0,44,117
0,44,118
0,44,119
0,45,80
0,45,81
0,45,82
0,45,83
0,45,84
0,45,85
0,45,86
0,45,87
0,45,88
0,45,89
0,45,90
0,45,91
0,45,92
0,45,93
0,45,94
0,45,95
0,45,96
0,45,97
0,45,98
0,45,99
0,45,100
0,45,101
0,45,102
0,45,103
0,45,104
0,45,105
0,45,106
0,45,107
0,45,108
0,45,109
0,45,110
0,45,111
0,45,112
0,45,113
0,45,114
0,45,115
0,45,116
0,45,117
0,45,118
0,45,119
0,46,80
0,46,81
0,46,82
0,46,83
0,46,84
0,46,85
0,46,86
0,46,87
0,46,88
0,46,89
0,46,90
0,46,91
0,46,92
0,46,93
0,46,94
0,46,95
0,46,96
0,46,97
