K1,K2,K3
0,25,50
0,25,51
0,25,52
0,25,53
0,25,54
0,25,55
0,25,56
0,25,57
0,25,58
0,25,59
0,25,60
0,25,61
0,25,62
0,25,63
0,25,64
0,25,65
0,25,66
0,25,67
0,25,68
0,25,69
0,25,70
0,25,71
0,25,72
0,25,73
0,25,74
0,26,50
0,26,51
0,26,52
0,26,53
0,26,54
0,26,55
0,26,56
0,26,57
0,26,58
0,26,59
0,26,60
0,26,61
0,26,62
0,26,63
0,26,64
0,26,65
0,26,66
0,26,67
0,26,68
0,26,69
0,26,70
0,26,71
0,26,72
0,26,73
0,26,74
0,27,50
0,27,51
0,27,52
0,27,53
0,27,54
0,27,55
0,27,56
0,27,57
0,27,58
0,27,59
0,27,60
0,27,61
0,27,62
0,27,63
0,27,64
0,27,65
0,27,66
0,27,67
0,27,68
0,27,69
0,27,70
0,27,71
0,27,72
0,27,73
0,27,74
0,28,50
0,28,51
0,28,52
0,28,53
0,28,54
0,28,55
0,28,56
0,28,57
0,28,58
0,28,59
0,28,60
0,28,61
0,28,62
0,28,63
0,28,64
0,28,65
0,28,66
0,28,67
0,28,68
0,28,69
0,28,70
0,28,71
0,28,72
0,28,73
0,28,74
0,29,50
0,29,51
0,29,52
0,29,53
0,29,54
0,29,55
0,29,56
0,29,57
0,29,58
0,29,59
0,29,60
0,29,61
0,29,62
0,29,63
0,29,64
0,29,65
0,29,66
0,29,67
0,29,68
0,29,69
0,29,70
0,29,71
0,29,72
0,29,73
0,29,74
0,30,50
0,30,51
0,30,52
0,30,53
0,30,54
0,30,55
0,30,56
0,30,57
0,30,58
0,30,59
0,30,60
0,30,61
0,30,62
0,30,63
0,30,64
0,30,65
0,30,66
0,30,67
0,30,68
0,30,69
0,30,70
0,30,71
0,30,72
0,30,73
0,30,74
0,31,50
0,31,51
0,31,52
0,31,53
0,31,54
0,31,55
0,31,56
0,31,57
0,31,58
0,31,59
0,31,60
0,31,61
0,31,62
0,31,63
0,31,64
0,31,65
0,31,66
0,31,67
0,31,68
0,31,69
0,31,70
0,31,71
0,31,72
0,31,73
0,31,74
0,32,50
0,32,51
0,32,52
0,32,53
0,32,54
0,32,55
0,32,56
0,32,57
0,32,58
0,32,59
0,32,60
0,32,61
0,32,62
0,32,63
0,32,64
0,32,65
0,32,66
0,32,67
0,32,68
0,32,69
0,32,70
0,32,71
0,32,72
0,32,73
0,32,74
0,33,50
0,33,51
0,33,52
0,33,53
0,33,54
0,33,55
0,33,56
0,33,57
0,33,58
0,33,59
0,33,60
0,33,61
0,33,62
0,33,63
0,33,64
0,33,65
0,33,66
0,33,67
0,33,68
0,33,69
0,33,70
0,33,71
0,33,72
0,33,73
0,33,74
0,34,50
0,34,51
0,34,52
0,34,53
0,34,54
0,34,55
0,34,56
0,34,57
0,34,58
0,34,59
0,34,60
0,34,61
0,34,62
0,34,63
0,34,64
0,34,65
0,34,66
0,34,67
0,34,68
0,34,69
0,34,70
0,34,71
0,34,72
0,34,73
0,34,74
0,35,50
0,35,51
0,35,52
0,35,53
0,35,54
0,35,55
0,35,56
0,35,57
0,35,58
0,35,59
0,35,60
0,35,61
0,35,62
0,35,63
0,35,64
0,35,65
0,35,66
0,35,67
0,35,68
0,35,69
0,35,70
0,35,71
0,35,72
0,35,73
0,35,74
0,36,50
0,36,51
0,36,52
0,36,53
0,36,54
0,36,55
0,36,56
0,36,57
0,36,58
0,36,59
0,36,60
0,36,61
0,36,62
0,36,63
0,36,64
0,36,65
0,36,66
0,36,67
0,36,68
0,36,69
0,36,70
0,36,71
0,36,72
0,36,73
0,36,74
0,37,50
0,37,51
0,37,52
0,37,53
0,37,54
0,37,55
0,37,56
0,37,57
0,37,58
0,37,59
0,37,60
0,37,61
0,37,62
0,37,63
0,37,64
0,37,65
0,37,66
0,37,67
0,37,68
0,37,69
0,37,70
0,37,71
0,37,72
0,37,73
0,37,74
0,38,50
0,38,51
0,38,52
0,38,53
0,38,54
0,38,55
0,38,56
0,38,57
0,38,58
0,38,59
0,38,60
0,38,61
0,38,62
0,38,63
0,38,64
0,38,65
0,38,66
0,38,67
0,38,68
0,38,69
0,38,70
0,38,71
0,38,72
0,38,73
0,38,74
0,39,50
0,39,51
0,39,52
0,39,53
0,39,54
0,39,55
0,39,56
0,39,57
0,39,58
0,39,59
0,39,60
0,39,61
0,39,62
0,39,63
0,39,64
0,39,65
0,39,66
0,39,67
0,39,68
0,39,69
0,39,70
0,39,71
0,39,72
0,39,73
0,39,74
0,40,50
0,40,51
0,40,52
0,40,53
0,40,54
0,40,55
0,40,56
0,40,57
0,40,58
0,40,59
0,40,60
0,40,61
0,40,62
0,40,63
0,40,64
0,40,65
0,40,66
0,40,67
0,40,68
0,40,69
0,40,70
0,40,71
0,40,72
0,40,73
0,40,74
0,41,50
0,41,51
0,41,52
0,41,53
0,41,54
0,41,55
0,41,56
0,41,57
0,41,58
0,41,59
0,41,60
0,41,61
0,41,62
0,41,63
0,41,64
0,41,65
0,41,66
0,41,67
0,41,68
0,41,69
0,41,70
0,41,71
0,41,72
0,41,73
0,41,74
0,42,50
0,42,51
0,42,52
0,42,53
0,42,54
0,42,55
0,42,56
0,42,57
0,42,58
0,42,59
0,42,60
0,42,61
0,42,62
0,42,63
0,42,64
0,42,65
0,42,66
0,42,67
0,42,68
0,42,69
0,42,70
0,42,71
0,42,72
0,42,73
0,42,74
0,43,50
0,43,51
0,43,52
0,43,53
0,43,54
0,43,55
0,43,56
0,43,57
0,43,58
0,43,59
0,43,60
0,43,61
0,43,62
0,43,63
0,43,64
0,43,65
0,43,66
0,43,67
0,43,68
0,43,69
0,43,70
0,43,71
0,43,72
0,43,73
0,43,74
0,44,50
0,44,51
0,44,52
0,44,53
0,44,54
0,44,55
0,44,56
0,44,57
0,44,58
0,44,59
0,44,60
0,44,61
0,44,62
0,44,63
0,44,64
0,44,65
0,44,66
0,44,67
0,44,68
0,44,69
0,44,70
0,44,71
0,44,72
0,44,73
0,44,74
0,45,50
0,45,51
0,45,52
0,45,53
0,45,54
0,45,55
0,45,56
0,45,57
0,45,58
0,45,59
0,45,60
0,45,61
0,45,62
0,45,63
0,45,64
0,45,65
0,45,66
0,45,67
0,45,68
0,45,69
0,45,70
0,45,71
0,45,72
0,45,73
0,45,74
0,46,50
0,46,51
0,46,52
0,46,53
0,46,54
0,46,55
0,46,56
0,46,57
0,46,58
0,46,59
0,46,60
0,46,61
0,46,62
0,46,63
0,46,64
0,46,65
0,46,66
0,46,67
0,46,68
0,46,69
0,46,70
0,46,71
0,46,72
0,46,73
0,46,74
0,47,50
0,47,51
0,47,52
0,47,53
0,47,54
0,47,55
0,47,56
0,47,57
0,47,58
0,47,59
0,47,60
0,47,61
0,47,62
0,47,63
0,47,64
0,47,65
0,47,66
0,47,67
0,47,68
0,47,69
0,47,70
0,47,71
0,47,72
0,47,73
0,47,74
0,48,50
0,48,51
0,48,52
0,48,53
0,48,54
0,48,55
0,48,56
0,48,57
0,48,58
0,48,59
0,48,60
0,48,61
0,48,62
0,48,63
0,48,64
0,48,65
0,48,66
0,48,67
0,48,68
0,48,69
0,48,70
0,48,71
0,48,72
0,48,73
0,48,74
0,49,50
0,49,51
0,49,52
0,49,53
0,49,54
0,49,55
0,49,56
0,49,57
0,49,58
0,49,59
0,49,60
0,49,61
0,49,62
0,49,63
0,49,64
0,49,65
0,49,66
0,49,67
0,49,68
0,49,69
0,49,70
0,49,71
0,49,72
0,49,73
0,49,74
1,25,50
1,25,51
1,25,52
1,25,53
1,25,54
1,25,55
1,25,56
1,25,57
1,25,58
1,25,59
1,25,60
1,25,61
1,25,62
1,25,63
1,25,64
1,25,65
1,25,66
1,25,67
1,25,68
1,25,69
1,25,70
1,25,71
1,25,72
1,25,73
1,25,74
1,26,50
1,26,51
1,26,52
1,26,53
1,26,54
1,26,55
1,26,56
1,26,57
1,26,58
1,26,59
1,26,60
1,26,61
1,26,62
1,26,63
1,26,64
1,26,65
1,26,66
1,26,67
1,26,68
1,26,69
1,26,70
1,26,71
1,26,72
1,26,73
1,26,74
1,27,50
1,27,51
1,27,52
1,27,53
1,27,54
1,27,55
1,27,56
1,27,57
1,27,58
1,27,59
1,27,60
1,27,61
1,27,62
1,27,63
1,27,64
1,27,65
1,27,66
1,27,67
1,27,68
1,27,69
1,27,70
1,27,71
1,27,72
1,27,73
1,27,74
1,28,50
1,28,51
1,28,52
1,28,53
1,28,54
1,28,55
1,28,56
1,28,57
1,28,58
1,28,59
1,28,60
1,28,61
1,28,62
1,28,63
1,28,64
1,28,65
1,28,66
1,28,67
1,28,68
1,28,69
1,28,70
1,28,71
1,28,72
1,28,73
1,28,74
1,29,50
1,29,51
1,29,52
1,29,53
1,29,54
1,29,55
1,29,56
1,29,57
1,29,58
1,29,59
1,29,60
1,29,61
1,29,62
1,29,63
1,29,64
1,29,65
1,29,66
1,29,67
1,29,68
1,29,69
1,29,70
1,29,71
1,29,72
1,29,73
1,29,74
1,30,50
1,30,51
1,30,52
1,30,53
1,30,54
1,30,55
1,30,56
1,30,57
1,30,58
1,30,59
1,30,60
1,30,61
1,30,62
1,30,63
1,30,64
1,30,65
1,30,66
1,30,67
1,30,68
1,30,69
1,30,70
1,30,71
1,30,72
1,30,73
1,30,74
1,31,50
1,31,51
1,31,52
1,31,53
1,31,54
1,31,55
1,31,56
1,31,57
1,31,58
1,31,59
1,31,60
1,31,61
1,31,62
1,31,63
1,31,64
1,31,65
1,31,66
1,31,67
1,31,68
1,31,69
1,31,70
1,31,71
1,31,72
1,31,73
1,31,74
1,32,50
1,32,51
1,32,52
1,32,53
1,32,54
1,32,55
1,32,56
1,32,57
1,32,58
1,32,59
1,32,60
1,32,61
1,32,62
1,32,63
1,32,64
1,32,65
1,32,66
1,32,67
1,32,68
1,32,69
1,32,70
1,32,71
1,32,72
1,32,73
1,32,74
1,33,50
1,33,51
1,33,52
1,33,53
1,33,54
1,33,55
1,33,56
1,33,57
1,33,58
1,33,59
1,33,60
1,33,61
1,33,62
1,33,63
1,33,64
1,33,65
1,33,66
1,33,67
1,33,68
1,33,69
1,33,70
1,33,71
1,33,72
1,33,73
1,33,74
1,34,50
1,34,51
1,34,52
1,34,53
1,34,54
1,34,55
1,34,56
1,34,57
1,34,58
1,34,59
1,34,60
1,34,61
1,34,62
1,34,63
1,34,64
1,34,65
1,34,66
1,34,67
1,34,68
1,34,69
1,34,70
1,34,71
1,34,72
1,34,73
1,34,74
1,35,50
1,35,51
1,35,52
1,35,53
1,35,54
1,35,55
1,35,56
1,35,57
1,35,58
1,35,59
1,35,60
1,35,61
1,35,62
1,35,63
1,35,64
1,35,65
1,35,66
1,35,67
1,35,68
1,35,69
1,35,70
1,35,71
1,35,72
1,35,73
1,35,74
1,36,50
1,36,51
1,36,52
1,36,53
1,36,54
1,36,55
1,36,56
1,36,57
1,36,58
1,36,59
1,36,60
1,36,61
1,36,62
1,36,63
1,36,64
1,36,65
1,36,66
1,36,67
1,36,68
1,36,69
1,36,70
1,36,71
1,36,72
1,36,73
1,36,74
1,37,50
1,37,51
1,37,52
1,37,53
1,37,54
1,37,55
1,37,56
1,37,57
1,37,58
1,37,59
1,37,60
1,37,61
1,37,62
1,37,63
1,37,64
1,37,65
1,37,66
1,37,67
1,37,68
1,37,69
1,37,70
1,37,71
1,37,72
1,37,73
1,37,74
1,38,50
1,38,51
1,38,52
1,38,53
1,38,54
1,38,55
1,38,56
1,38,57
1,38,58
1,38,59
1,38,60
1,38,61
1,38,62
1,38,63
1,38,64
