K1,K2,K3
0,45,90
0,45,91
0,45,92
0,45,93
0,45,94
0,45,95
0,45,96
0,45,97
0,45,98
0,45,99
0,45,100
0,45,101
0,45,102
0,45,103
0,45,104
0,45,105
0,45,106
0,45,107
0,45,108
0,45,109
0,45,110
0,45,111
0,45,112
0,45,113
0,45,114
0,45,115
0,45,116
0,45,117
0,45,118
0,45,119
0,45,120
0,45,121
0,45,122
0,45,123
0,45,124
0,45,125
0,45,126
0,45,127
0,45,128
0,45,129
0,45,130
0,45,131
0,45,132
0,45,133
0,45,134
0,46,90
0,46,91
0,46,92
0,46,93
0,46,94
0,46,95
0,46,96
0,46,97
0,46,98
0,46,99
0,46,100
0,46,101
0,46,102
0,46,103
0,46,104
0,46,105
0,46,106
0,46,107
0,46,108
0,46,109
0,46,110
0,46,111
0,46,112
0,46,113
0,46,114
0,46,115
0,46,116
0,46,117
0,46,118
0,46,119
0,46,120
0,46,121
0,46,122
0,46,123
0,46,124
0,46,125
0,46,126
0,46,127
0,46,128
0,46,129
0,46,130
0,46,131
0,46,132
0,46,133
0,46,134
0,47,90
0,47,91
0,47,92
0,47,93
0,47,94
0,47,95
0,47,96
0,47,97
0,47,98
0,47,99
0,47,100
0,47,101
0,47,102
0,47,103
0,47,104
0,47,105
0,47,106
0,47,107
0,47,108
0,47,109
0,47,110
0,47,111
0,47,112
0,47,113
0,47,114
0,47,115
0,47,116
0,47,117
0,47,118
0,47,119
0,47,120
0,47,121
0,47,122
0,47,123
0,47,124
0,47,125
0,47,126
0,47,127
0,47,128
0,47,129
0,47,130
0,47,131
0,47,132
0,47,133
0,47,134
0,48,90
0,48,91
0,48,92
0,48,93
0,48,94
0,48,95
0,48,96
0,48,97
0,48,98
0,48,99
0,48,100
0,48,101
0,48,102
0,48,103
0,48,104
0,48,105
0,48,106
0,48,107
0,48,108
0,48,109
0,48,110
0,48,111
0,48,112
0,48,113
0,48,114
0,48,115
0,48,116
0,48,117
0,48,118
0,48,119
0,48,120
0,48,121
0,48,122
0,48,123
0,48,124
0,48,125
0,48,126
0,48,127
0,48,128
0,48,129
0,48,130
0,48,131
0,48,132
0,48,133
0,48,134
0,49,90
0,49,91
0,49,92
0,49,93
0,49,94
0,49,95
0,49,96
0,49,97
0,49,98
0,49,99
0,49,100
0,49,101
0,49,102
0,49,103
0,49,104
0,49,105
0,49,106
0,49,107
0,49,108
0,49,109
0,49,110
0,49,111
0,49,112
0,49,113
0,49,114
0,49,115
0,49,116
0,49,117
0,49,118
0,49,119
0,49,120
0,49,121
0,49,122
0,49,123
0,49,124
0,49,125
0,49,126
0,49,127
0,49,128
0,49,129
0,49,130
0,49,131
0,49,132
0,49,133
0,49,134
0,50,90
0,50,91
0,50,92
0,50,93
0,50,94
0,50,95
0,50,96
0,50,97
0,50,98
0,50,99
0,50,100
0,50,101
0,50,102
0,50,103
0,50,104
0,50,105
0,50,106
0,50,107
0,50,108
0,50,109
0,50,110
0,50,111
0,50,112
0,50,113
0,50,114
0,50,115
0,50,116
0,50,117
0,50,118
0,50,119
0,50,120
0,50,121
0,50,122
0,50,123
0,50,124
0,50,125
0,50,126
0,50,127
0,50,128
0,50,129
0,50,130
0,50,131
0,50,132
0,50,133
0,50,134
0,51,90
0,51,91
0,51,92
0,51,93
0,51,94
0,51,95
0,51,96
0,51,97
0,51,98
0,51,99
0,51,100
0,51,101
0,51,102
0,51,103
0,51,104
0,51,105
0,51,106
0,51,107
0,51,108
0,51,109
0,51,110
0,51,111
0,51,112
0,51,113
0,51,114
0,51,115
0,51,116
0,51,117
0,51,118
0,51,119
0,51,120
0,51,121
0,51,122
0,51,123
0,51,124
0,51,125
0,51,126
0,51,127
0,51,128
0,51,129
0,51,130
0,51,131
0,51,132
0,51,133
0,51,134
0,52,90
0,52,91
0,52,92
0,52,93
0,52,94
0,52,95
0,52,96
0,52,97
0,52,98
0,52,99
0,52,100
0,52,101
0,52,102
0,52,103
0,52,104
0,52,105
0,52,106
0,52,107
0,52,108
0,52,109
0,52,110
0,52,111
0,52,112
0,52,113
0,52,114
0,52,115
0,52,116
0,52,117
0,52,118
0,52,119
0,52,120
0,52,121
0,52,122
0,52,123
0,52,124
0,52,125
0,52,126
0,52,127
0,52,128
0,52,129
0,52,130
0,52,131
0,52,132
0,52,133
0,52,134
0,53,90
0,53,91
0,53,92
0,53,93
0,53,94
0,53,95
0,53,96
0,53,97
0,53,98
0,53,99
0,53,100
0,53,101
0,53,102
0,53,103
0,53,104
0,53,105
0,53,106
0,53,107
0,53,108
0,53,109
0,53,110
0,53,111
0,53,112
0,53,113
0,53,114
0,53,115
0,53,116
0,53,117
0,53,118
0,53,119
0,53,120
0,53,121
0,53,122
0,53,123
0,53,124
0,53,125
0,53,126
0,53,127
0,53,128
0,53,129
0,53,130
0,53,131
0,53,132
0,53,133
0,53,134
0,54,90
0,54,91
0,54,92
0,54,93
0,54,94
0,54,95
0,54,96
0,54,97
0,54,98
0,54,99
0,54,100
0,54,101
0,54,102
0,54,103
0,54,104
0,54,105
0,54,106
0,54,107
0,54,108
0,54,109
0,54,110
0,54,111
0,54,112
0,54,113
0,54,114
0,54,115
0,54,116
0,54,117
0,54,118
0,54,119
0,54,120
0,54,121
0,54,122
0,54,123
0,54,124
0,54,125
0,54,126
0,54,127
0,54,128
0,54,129
0,54,130
0,54,131
0,54,132
0,54,133
0,54,134
0,55,90
0,55,91
0,55,92
0,55,93
0,55,94
0,55,95
0,55,96
0,55,97
0,55,98
0,55,99
0,55,100
0,55,101
0,55,102
0,55,103
0,55,104
0,55,105
0,55,106
0,55,107
0,55,108
0,55,109
0,55,110
0,55,111
0,55,112
0,55,113
0,55,114
0,55,115
0,55,116
0,55,117
0,55,118
0,55,119
0,55,120
0,55,121
0,55,122
0,55,123
0,55,124
0,55,125
0,55,126
0,55,127
0,55,128
0,55,129
0,55,130
0,55,131
0,55,132
0,55,133
0,55,134
0,56,90
0,56,91
0,56,92
0,56,93
0,56,94
0,56,95
0,56,96
0,56,97
0,56,98
0,56,99
0,56,100
0,56,101
0,56,102
0,56,103
0,56,104
0,56,105
0,56,106
0,56,107
0,56,108
0,56,109
0,56,110
0,56,111
0,56,112
0,56,113
0,56,114
0,56,115
0,56,116
0,56,117
0,56,118
0,56,119
0,56,120
0,56,121
0,56,122
0,56,123
0,56,124
0,56,125
0,56,126
0,56,127
0,56,128
0,56,129
0,56,130
0,56,131
0,56,132
0,56,133
0,56,134
0,57,90
0,57,91
0,57,92
0,57,93
0,57,94
0,57,95
0,57,96
0,57,97
0,57,98
0,57,99
0,57,100
0,57,101
0,57,102
0,57,103
0,57,104
0,57,105
0,57,106
0,57,107
0,57,108
0,57,109
0,57,110
0,57,111
0,57,112
0,57,113
0,57,114
0,57,115
0,57,116
0,57,117
0,57,118
0,57,119
0,57,120
0,57,121
0,57,122
0,57,123
0,57,124
0,57,125
0,57,126
0,57,127
0,57,128
0,57,129
0,57,130
0,57,131
0,57,132
0,57,133
0,57,134
0,58,90
0,58,91
0,58,92
0,58,93
0,58,94
0,58,95
0,58,96
0,58,97
0,58,98
0,58,99
0,58,100
0,58,101
0,58,102
0,58,103
0,58,104
0,58,105
0,58,106
0,58,107
0,58,108
0,58,109
0,58,110
0,58,111
0,58,112
0,58,113
0,58,114
0,58,115
0,58,116
0,58,117
0,58,118
0,58,119
0,58,120
0,58,121
0,58,122
0,58,123
0,58,124
0,58,125
0,58,126
0,58,127
0,58,128
0,58,129
0,58,130
0,58,131
0,58,132
0,58,133
0,58,134
0,59,90
0,59,91
0,59,92
0,59,93
0,59,94
0,59,95
0,59,96
0,59,97
0,59,98
0,59,99
0,59,100
0,59,101
0,59,102
0,59,103
0,59,104
0,59,105
0,59,106
0,59,107
0,59,108
0,59,109
0,59,110
0,59,111
0,59,112
0,59,113
0,59,114
0,59,115
0,59,116
0,59,117
0,59,118
0,59,119
0,59,120
0,59,121
0,59,122
0,59,123
0,59,124
0,59,125
0,59,126
0,59,127
0,59,128
0,59,129
0,59,130
0,59,131
0,59,132
0,59,133
0,59,134
0,60,90
0,60,91
0,60,92
0,60,93
0,60,94
0,60,95
0,60,96
0,60,97
0,60,98
0,60,99
0,60,100
0,60,101
0,60,102
0,60,103
0,60,104
0,60,105
0,60,106
0,60,107
0,60,108
0,60,109
0,60,110
0,60,111
0,60,112
0,60,113
0,60,114
0,60,115
0,60,116
0,60,117
0,60,118
0,60,119
0,60,120
0,60,121
0,60,122
0,60,123
0,60,124
0,60,125
0,60,126
0,60,127
0,60,128
0,60,129
0,60,130
0,60,131
0,60,132
0,60,133
0,60,134
0,61,90
0,61,91
0,61,92
0,61,93
0,61,94
0,61,95
0,61,96
0,61,97
0,61,98
0,61,99
0,61,100
0,61,101
0,61,102
0,61,103
0,61,104
0,61,105
0,61,106
0,61,107
0,61,108
0,61,109
0,61,110
0,61,111
0,61,112
0,61,113
0,61,114
0,61,115
0,61,116
0,61,117
0,61,118
0,61,119
0,61,120
0,61,121
0,61,122
0,61,123
0,61,124
0,61,125
0,61,126
0,61,127
0,61,128
0,61,129
0,61,130
0,61,131
0,61,132
0,61,133
0,61,134
0,62,90
0,62,91
0,62,92
0,62,93
0,62,94
0,62,95
0,62,96
0,62,97
0,62,98
0,62,99
0,62,100
0,62,101
0,62,102
0,62,103
0,62,104
0,62,105
0,62,106
0,62,107
0,62,108
0,62,109
0,62,110
0,62,111
0,62,112
0,62,113
0,62,114
0,62,115
0,62,116
0,62,117
0,62,118
0,62,119
0,62,120
0,62,121
0,62,122
0,62,123
0,62,124
0,62,125
0,62,126
0,62,127
0,62,128
0,62,129
0,62,130
0,62,131
0,62,132
0,62,133
0,62,134
0,63,90
0,63,91
0,63,92
0,63,93
0,63,94
0,63,95
0,63,96
0,63,97
0,63,98
0,63,99
0,63,100
0,63,101
0,63,102
0,63,103
0,63,104
0,63,105
0,63,106
0,63,107
0,63,108
0,63,109
0,63,110
0,63,111
0,63,112
0,63,113
0,63,114
0,63,115
0,63,116
0,63,117
0,63,118
0,63,119
0,63,120
0,63,121
0,63,122
0,63,123
0,63,124
0,63,125
0,63,126
0,63,127
0,63,128
0,63,129
0,63,130
0,63,131
0,63,132
0,63,133
0,63,134
0,64,90
0,64,91
0,64,92
0,64,93
0,64,94
0,64,95
0,64,96
0,64,97
0,64,98
0,64,99
0,64,100
0,64,101
0,64,102
0,64,103
0,64,104
0,64,105
0,64,106
0,64,107
0,64,108
0,64,109
0,64,110
0,64,111
0,64,112
0,64,113
0,64,114
0,64,115
0,64,116
0,64,117
0,64,118
0,64,119
0,64,120
0,64,121
0,64,122
0,64,123
0,64,124
0,64,125
0,64,126
0,64,127
0,64,128
0,64,129
0,64,130
0,64,131
0,64,132
0,64,133
0,64,134
0,65,90
0,65,91
0,65,92
0,65,93
0,65,94
0,65,95
